"questionnaire_code","questionnaire_title","question_group","question_order","question_type","question_type_description","question_index","question_code","question_description","subquestion_code","subquestion_description","question_scale","question_scale_label","option_code","option_description"
"Q92510","Unified Follow-up Assessment","History of present illness","40",";","Array (Flexible Labels) multiple texts","txtInjMedicatioList[OtherClassMedicatio2]","txtInjMedicatioList","If you use MEDICATION(S), indicate which one (s),","OtherClassMedicatio2","Other (class/medication):","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","40",";","Array (Flexible Labels) multiple texts","txtInjMedicatioList[OtherClassMedicatio3]","txtInjMedicatioList","If you use MEDICATION(S), indicate which one (s),","OtherClassMedicatio3","Other (class/medication):","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","40",";","Array (Flexible Labels) multiple texts","txtInjMedicatioList[OtherClassMedicatio4]","txtInjMedicatioList","If you use MEDICATION(S), indicate which one (s),","OtherClassMedicatio4","Other (class/medication):","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","40",";","Array (Flexible Labels) multiple texts","txtInjMedicatioList[OtherClassMedicatio5]","txtInjMedicatioList","If you use MEDICATION(S), indicate which one (s),","OtherClassMedicatio5","Other (class/medication):","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","40",";","Array (Flexible Labels) multiple texts","txtInjMedicatioList[SupplementsVitamins]","txtInjMedicatioList","If you use MEDICATION(S), indicate which one (s),","SupplementsVitamins","Supplements/vitamins","","","",""
"Q92510","Unified Follow-up Assessment","Physical Exam","43","N","Numerical Input","intPexRWristExte","intPexRWristExte","Right wrist extension (in degrees):","","","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[NINA]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","NINA","Not informed / not assessed","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[RArm]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","RArm","Arm","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[RElbow]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","RElbow","Elbow","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[RFingers]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","RFingers","Fingers","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[RForearm]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","RForearm","Forearm","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[RGlenohumeral]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","RGlenohumeral","Glenohumeral","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[RHand]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","RHand","Hand","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","17","M","Multiple choice","mulInjOrtsurgRULimb[RWrist]","mulInjOrtsurgRULimb","If RIGHT UPPER LIMB ORTHOPEDIC SURGERY,","RWrist","Wrist","","","",""
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC3","C3","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC3","C3","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC3","C3","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC3","C3","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC3","C3","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC4]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC4","C4","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC4]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC4","C4","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC4]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC4","C4","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC4]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC4","C4","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC4]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC4","C4","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC5]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC5","C5","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC5]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC5","C5","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC5]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC5","C5","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC5]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC5","C5","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC5]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC5","C5","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC6]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC6","C6","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC6]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC6","C6","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC6]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC6","C6","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC6]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC6","C6","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC6]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC6","C6","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC7]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC7","C7","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC7]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC7","C7","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC7]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC7","C7","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC7]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC7","C7","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC7]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC7","C7","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC8]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC8","C8","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC8]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC8","C8","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC8]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC8","C8","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC8]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC8","C8","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LC8]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LC8","C8","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT1]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT1","T1","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT1]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT1","T1","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT1]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT1","T1","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT1]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT1","T1","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT1]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT1","T1","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT2]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT2","T2","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT2]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT2","T2","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT2]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT2","T2","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT2]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT2","T2","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT2]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT2","T2","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT3","T3","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT3","T3","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT3","T3","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT3","T3","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","13","F","Array (Flexible Labels)","lstPexTouchL[LT3]","lstPexTouchL","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the LEFT, indicate,","LT3","T3","","","Norm","Not altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LElbow]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LElbow","Elbow","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LElbow]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LElbow","Elbow","","","NPv","Altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LElbow]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LElbow","Elbow","","","Pv","Preserved"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LIndex]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LIndex","Proximal interphalangeal (Index finger)","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LIndex]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LIndex","Proximal interphalangeal (Index finger)","","","NPv","Altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LIndex]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LIndex","Proximal interphalangeal (Index finger)","","","Pv","Preserved"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LShoulder]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LShoulder","Shoulder","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LShoulder]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LShoulder","Shoulder","","","NPv","Altered"
"Q92510","Unified Follow-up Assessment","Physical Exam","19","F","Array (Flexible Labels)","lstPexKineL[LShoulder]","lstPexKineL","If proprioception: KINESTHESIA was evaluated on the LEFT SIDE, indicate,","LShoulder","Shoulder","","","Pv","Preserved"
"Q92510","Unified Follow-up Assessment","History of present illness","35","L","List (Radio)","yonInjOrthesis","yonInjOrthesis","Do you use any ORTHESIS?","","","","","N","No"
"Q92510","Unified Follow-up Assessment","History of present illness","35","L","List (Radio)","yonInjOrthesis","yonInjOrthesis","Do you use any ORTHESIS?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","35","L","List (Radio)","yonInjOrthesis","yonInjOrthesis","Do you use any ORTHESIS?","","","","","Y","Yes"
"Q92510","Unified Follow-up Assessment","History of present illness","39","L","List (Radio)","yonInjMedicatio","yonInjMedicatio","Do you use any MEDICATION?","","","","","N","No, I don't"
"Q92510","Unified Follow-up Assessment","History of present illness","39","L","List (Radio)","yonInjMedicatio","yonInjMedicatio","Do you use any MEDICATION?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","39","L","List (Radio)","yonInjMedicatio","yonInjMedicatio","Do you use any MEDICATION?","","","","","SN","Yes, but I don't know their names"
"Q92510","Unified Follow-up Assessment","History of present illness","39","L","List (Radio)","yonInjMedicatio","yonInjMedicatio","Do you use any MEDICATION?","","","","","Y","Yes, and I know their names"
"Q92510","Unified Follow-up Assessment","History of present illness","3","L","List (Radio)","yonInjBpsurg","yonInjBpsurg","Did you have any BRACHIAL PLEXUS SURGERY since the last evaluation?","","","","","N","No"
"Q92510","Unified Follow-up Assessment","History of present illness","3","L","List (Radio)","yonInjBpsurg","yonInjBpsurg","Did you have any BRACHIAL PLEXUS SURGERY since the last evaluation?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","3","L","List (Radio)","yonInjBpsurg","yonInjBpsurg","Did you have any BRACHIAL PLEXUS SURGERY since the last evaluation?","","","","","Y","Yes"
"Q92510","Unified Follow-up Assessment","History of present illness","25","L","List (Radio)","yonInjPhysio","yonInjPhysio","Do you receive PHYSIOTHERAPY treatment on regular basis?","","","","","N","No"
"Q92510","Unified Follow-up Assessment","History of present illness","25","L","List (Radio)","yonInjPhysio","yonInjPhysio","Do you receive PHYSIOTHERAPY treatment on regular basis?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","25","L","List (Radio)","yonInjPhysio","yonInjPhysio","Do you receive PHYSIOTHERAPY treatment on regular basis?","","","","","Y","Yes"
"Q92510","Unified Follow-up Assessment","History of present illness","33","L","List (Radio)","yonInjPhysioHome","yonInjPhysioHome","Are you practicing any kinda of HOME THERAPEUTIC EXERCISES?","","","","","N","No"
"Q92510","Unified Follow-up Assessment","History of present illness","33","L","List (Radio)","yonInjPhysioHome","yonInjPhysioHome","Are you practicing any kinda of HOME THERAPEUTIC EXERCISES?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","33","L","List (Radio)","yonInjPhysioHome","yonInjPhysioHome","Are you practicing any kinda of HOME THERAPEUTIC EXERCISES?","","","","","Y","Yes"
"Q92510","Unified Follow-up Assessment","History of present illness","34","L","List (Radio)","yonInjExerciseHome","yonInjExerciseHome","Are you practicing any EXERCISE or SPORT WITHOUT therapeutic GUIDANCE?","","","","","N","No"
"Q92510","Unified Follow-up Assessment","History of present illness","34","L","List (Radio)","yonInjExerciseHome","yonInjExerciseHome","Are you practicing any EXERCISE or SPORT WITHOUT therapeutic GUIDANCE?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","34","L","List (Radio)","yonInjExerciseHome","yonInjExerciseHome","Are you practicing any EXERCISE or SPORT WITHOUT therapeutic GUIDANCE?","","","","","Y","Yes"
"Q92510","Unified Follow-up Assessment","History of present illness","32","L","List (Radio)","yonInjPhysioCoach","yonInjPhysioCoach","Did your PHYSIOTHERAPIST receive INSTRUCTIONS from the study institution team?","","","","","N","No"
"Q92510","Unified Follow-up Assessment","History of present illness","32","L","List (Radio)","yonInjPhysioCoach","yonInjPhysioCoach","Did your PHYSIOTHERAPIST receive INSTRUCTIONS from the study institution team?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","32","L","List (Radio)","yonInjPhysioCoach","yonInjPhysioCoach","Did your PHYSIOTHERAPIST receive INSTRUCTIONS from the study institution team?","","","","","Y","Yes"
"Q92510","Unified Follow-up Assessment","History of present illness","30","L","List (Radio)","lstInjPhysioFreq","lstInjPhysioFreq","If you are receiving PHYSIOTHERAPY, indicate the FREQUENCY,","","","","","1X","Once a week"
"Q92510","Unified Follow-up Assessment","History of present illness","30","L","List (Radio)","lstInjPhysioFreq","lstInjPhysioFreq","If you are receiving PHYSIOTHERAPY, indicate the FREQUENCY,","","","","","2X","Twice a week"
"Q92510","Unified Follow-up Assessment","History of present illness","30","L","List (Radio)","lstInjPhysioFreq","lstInjPhysioFreq","If you are receiving PHYSIOTHERAPY, indicate the FREQUENCY,","","","","","3X","Three times a weeke times a week"
"Q92510","Unified Follow-up Assessment","History of present illness","30","L","List (Radio)","lstInjPhysioFreq","lstInjPhysioFreq","If you are receiving PHYSIOTHERAPY, indicate the FREQUENCY,","","","","","4X","Four times a week"
"Q92510","Unified Follow-up Assessment","History of present illness","30","L","List (Radio)","lstInjPhysioFreq","lstInjPhysioFreq","If you are receiving PHYSIOTHERAPY, indicate the FREQUENCY,","","","","","5X","Five times a week"
"Q92510","Unified Follow-up Assessment","History of present illness","30","L","List (Radio)","lstInjPhysioFreq","lstInjPhysioFreq","If you are receiving PHYSIOTHERAPY, indicate the FREQUENCY,","","","","","6X","More than five times a week"
"Q92510","Unified Follow-up Assessment","History of present illness","30","L","List (Radio)","lstInjPhysioFreq","lstInjPhysioFreq","If you are receiving PHYSIOTHERAPY, indicate the FREQUENCY,","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","Physical Exam","31","N","Numerical Input","intPexRShoulderExrot","intPexRShoulderExrot","Right shoulder external rotation (in degrees):","","","","","",""
"Q92510","Unified Follow-up Assessment","History of present illness","7","L","List (Radio)","yonInjOrtsurg","yonInjOrtsurg","Did you have any ORTHOPEDIC or CRANIOFACIAL SURGERY since the last evaluation?","","","","","N","No"
"Q92510","Unified Follow-up Assessment","History of present illness","7","L","List (Radio)","yonInjOrtsurg","yonInjOrtsurg","Did you have any ORTHOPEDIC or CRANIOFACIAL SURGERY since the last evaluation?","","","","","NINA","Not informed / not assessed"
"Q92510","Unified Follow-up Assessment","History of present illness","7","L","List (Radio)","yonInjOrtsurg","yonInjOrtsurg","Did you have any ORTHOPEDIC or CRANIOFACIAL SURGERY since the last evaluation?","","","","","Y","Yes"
"Q92510","Unified Follow-up Assessment","Physical Exam","39","N","Numerical Input","intPexRForearmProna","intPexRForearmProna","Right forearm pronation (in degrees):","","","","","",""
"Q92510","Unified Follow-up Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Abs","Anesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Hyper","Hyperesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Hypo","Hypoesthesia"
"Q92510","Unified Follow-up Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","NAIA","Not assessed / inconclusive assessment"
"Q92510","Unified Follow-up Assessment","Physical Exam","12","F","Array (Flexible Labels)","lstPexTouchR[RC3]","lstPexTouchR","If SUPERFICIAL TACTILE SENSIBILITY was assessed on the RIGHT, indicate,","RC3","C3","","","Norm","Not altered"
